PAD_DS_SGPIO4,104
PAD_DS_SGPIO5,268435562
PAD_DS_SGPIO6,108
PAD_DS_SGPIO7,110
PAD_DS_SGPIO8,112
PAD_DS_SGPIO9,114
PAD_DS_SGPIO10,116
PAD_DS_SGPIO11,118
PAD_DS_SGPIO12,120
PAD_DS_PGPIO0,128
PAD_DS_PGPIO1,130
PAD_DS_PGPIO2,132
PAD_DS_PGPIO3,134
PAD_DS_PGPIO4,136
PAD_DS_PGPIO5,138
PAD_DS_PGPIO6,140
PAD_DS_PGPIO7,142
PAD_DS_PGPIO8,268435600
PAD_DS_PGPIO9,146
PAD_DS_PGPIO10,148
PAD_DS_PGPIO11,150
PAD_DS_PGPIO12,152
PAD_DS_PGPIO13,154
PAD_DS_PGPIO14,156
PAD_DS_PGPIO15,158
PAD_DS_PGPIO16,160
PAD_DS_PGPIO17,162
PAD_DS_PGPIO18,164
PAD_DS_PGPIO19,166
PAD_DS_PGPIO20,168
PAD_DS_PGPIO21,170
PAD_DS_PGPIO22,172
PAD_DS_PGPIO23,174
PAD_DS_PGPIO24,176
PAD_DS_PGPIO25,178
PAD_DS_LGPIO0,224
PAD_DS_LGPIO1,226
PAD_DS_LGPIO2,228
PAD_DS_LGPIO3,230
PAD_DS_LGPIO4,232
PAD_DS_LGPIO5,234
PAD_DS_LGPIO6,236
PAD_DS_LGPIO7,238
PAD_DS_LGPIO8,268435696
PAD_DS_LGPIO9,242
PAD_DS_LGPIO10,244
PAD_DS_LGPIO11,246
PAD_DS_LGPIO12,248
PAD_DS_LGPIO13,250
PAD_DS_LGPIO14,252
PAD_DS_LGPIO15,254
PAD_DS_LGPIO16,256
PAD_DS_LGPIO17,258
PAD_DS_LGPIO18,260
PAD_DS_LGPIO19,262
PAD_DS_LGPIO20,264
PAD_DS_LGPIO21,266
PAD_DS_LGPIO22,268
PAD_DS_LGPIO23,270
PAD_DS_LGPIO24,272
PAD_DS_DGPIO0,268435744
PAD_DS_DGPIO1,268435746
PAD_DS_DGPIO2,268435748
PAD_DS_DGPIO3,268435750
PAD_DS_DGPIO4,268435752
PAD_DS_DGPIO5,268435754
PAD_DS_DGPIO6,268435756
PAD_DS_DGPIO7,302
PAD_DS_DGPIO8,268435760
PAD_DS_DGPIO9,268435762
PAD_DS_DGPIO10,268435764
PAD_DS_HSIGPIO0,320
PAD_DS_HSIGPIO1,322
PAD_DS_HSIGPIO2,324
PAD_DS_HSIGPIO3,326
PAD_DS_HSIGPIO4,328
PAD_DS_HSIGPIO5,330
PAD_DS_HSIGPIO6,332
PAD_DS_HSIGPIO7,334
PAD_DS_HSIGPIO8,336
PAD_DS_HSIGPIO9,338
PAD_DS_HSIGPIO10,340
PAD_DS_HSIGPIO11,342
PAD_DS_AGPIO0,352
PAD_DS_AGPIO1,354
PAD_DS_AGPIO2,356
PAD_DS_MAX,356
,
PAD_POWERID_MC0,0
PAD_POWERID_MC1,1
PAD_POWERID_ADC,2
PAD_POWERID_CSI,4
,
PAD_3P3V,0
PAD_AVDD,0
PAD_1P8V,1
PAD_PAD_VAD,1
,
PAD_VAD_2P9V,0
PAD_VAD_3P0V,1
PAD_VAD_3P1V,3
PAD_VAD_2P4V,100
PAD_VAD_2P5V,101
PAD_VAD_2P6V,103
,
PAD_PIN_CGPIO23,0
PAD_DS_CGPIO23,0
PAD_DS_CGPIO24,0
PAD_DS_CGPIO25,0
PAD_DS_CGPIO26,0
PAD_DS_CGPIO27,0
PAD_DS_CGPIO28,0
PAD_DS_CGPIO29,0
PAD_DS_CGPIO30,0
PAD_DS_CGPIO31,0
PAD_DS_CGPIO32,0
PAD_DS_CGPIO33,0
PAD_DS_PGPIO39,0
